Bankrupt,Operating.Gross.Margin,Operating.Expense.Rate,Research.and.development.expense.rate,Cash.flow.rate,Interest-bearing.debt.interest.rate,Tax.rate.(A),Cash.Flow.Per.Share,Realized.Sales.Gross.Profit.Growth.Rate,Operating.Profit.Growth.Rate,After-tax.Net.Profit.Growth.Rate,Continuous.Net.Profit.Growth.Rate,Total.Asset.Growth.Rate,Total.Asset.Return.Growth.Rate.Ratio,Cash.Reinvestment.%,Current.Ratio,Interest.Expense.Ratio,Debt.ratio.%,Long-term.fund.suitability.ratio.(A),Contingent.liabilities/Net.worth,Total.Asset.Turnover,Inventory.Turnover.Rate.(times),Fixed.Assets.Turnover.Frequency,Net.Worth.Turnover.Rate.(times),Operating.profit.per.person,Quick.Assets/Total.Assets,Current.Assets/Total.Assets,Cash/Total.Assets,Inventory/Working.Capital,Current.Liabilities/Liability,Retained.Earnings.to.Total.Assets,Total.income/Total.expense,Total.expense/Assets,Current.Asset.Turnover.Rate,Quick.Asset.Turnover.Rate,Cash.Turnover.Rate,Equity.to.Long-term.Liability,Cash.Flow.to.Total.Assets,Cash.Flow.to.Liability,CFO.to.Assets,Cash.Flow.to.Equity,Current.Liability.to.Current.Assets,No-credit.Interval,Degree.of.Financial.Leverage.(DFL),Interest.Coverage.Ratio.(Interest.expense.to.EBIT),Equity.to.Liability
0,-0.196779077,0.183813462,-0.754994909,-0.441621993,-0.150673236,1.15234825,-0.506193685,-0.022599888,0.010885692,0.027335392,-0.003661454,1.140301075,-0.003244187,-0.519868917,-0.23411389,-1.43E-05,0.493820495,-0.104681966,-0.227497604,0.413264241,-0.433548592,-0.407534434,0.238939254,1.853094656,0.433514518,1.032896508,-0.705042833,0.002772772,0.669475968,0.505935142,0.038715923,-0.816732017,-0.422870022,-0.637086633,-0.243620621,-0.118153177,-0.211114626,-0.105704356,-0.701089849,-0.130013258,-0.134971737,0.012262655,-0.041177008,0.007496057,-0.463128627
0,-0.451099698,1.11922156,-0.631250797,-0.536957759,-0.150673236,0.719748775,-0.642021403,-0.022426901,0.011659119,0.030079856,-0.002962327,0.83114438,-0.010397276,-0.694156504,-0.258069008,-0.007665702,0.476010248,-0.118934235,-0.227497604,0.398324967,-0.663654506,-0.407534434,0.149646147,0.047014194,0.406457462,0.488063055,-0.754799778,-0.006994091,0.15376284,0.132187117,-0.006146565,-0.622460803,-0.422870022,-0.637086633,-0.415940158,-0.248174376,-0.083688317,-0.068310387,-0.951183837,-0.048324693,-0.090222143,0.008295532,-0.042251113,0.002227233,-0.458437425
0,-0.25268379,-0.615759797,-0.631250797,-0.307542947,-0.150673236,1.087748664,-0.226776666,-0.025581848,0.008813587,0.008245113,-0.006568675,0.32275337,-0.048836098,-0.136436227,-0.342361944,0.082927243,0.299020919,-0.121884808,-0.227497604,-0.303820915,-0.663654506,-0.407534434,-0.234314211,-0.160581261,-0.024886808,-0.033318887,0.423220855,0.002828849,0.275437168,-0.015179281,-0.023134448,-0.363359057,-0.422870022,-0.637086633,-0.838291964,-0.175278128,0.431222683,0.095497007,-0.292007545,0.259688766,0.102064739,-0.006427006,-0.02206752,0.080045143,-0.40919094
0,-0.505629705,1.208749068,-0.754994909,-0.212102186,-0.150673236,0.686360225,-0.071544988,-0.020972401,0.012132544,0.034211673,-0.002529211,0.46359142,-0.012709385,0.095516882,-0.278008528,0.029152985,0.517196444,-0.121001463,-0.227497604,0.876381737,-0.663654506,-0.407534434,0.533606506,-0.089998807,-0.584128788,-0.122330306,-0.711791769,0.016324161,-0.604351822,0.106101917,-0.013126383,-0.440474096,2.385890106,0.696685355,-0.422697787,0.173158713,-0.056983326,-0.060842458,-0.092544021,-0.030458336,-0.049991674,-0.021234183,-0.035391352,0.033313766,-0.469038255
0,-0.546412651,0.291863902,-0.754994909,-0.421777874,-0.150673236,1.641563092,-0.533359229,-0.024820472,0.009686682,0.025847862,-0.004158637,0.60442947,-0.022680358,-0.305129397,-0.579247597,0.150198625,1.677088776,-0.129670482,-0.227497604,0.368446418,-0.663654506,-0.407534434,0.899708243,0.099605043,-0.585999572,-0.423417588,-0.694865087,-0.081320856,0.416044957,-0.004833138,-0.015752125,-0.652418981,2.851057712,1.195735898,-0.240241806,-0.043751781,-0.143847167,-0.086066388,-0.692238557,-0.086577344,1.321117709,-1.008086412,-0.003136834,0.126652713,-0.672933402
0,-0.449266756,1.066739917,-0.754994909,-0.316992527,-0.150673236,1.489137103,-0.193789934,-0.026537394,0.005857423,0.018737206,-0.004808754,0.820839157,-0.035252454,-0.341708273,-0.384941128,0.014064363,0.358017362,-0.114347602,0.18632655,1.249863589,-0.663654506,-0.407534434,0.578253059,0.269487324,0.181925523,0.050568335,-0.631634975,0.004578273,0.704915687,0.413541914,-0.009912396,-0.439918195,2.297117662,1.323469073,-0.294302838,-0.226359059,-0.277186836,-0.127119489,-0.297007775,-0.168679535,0.226573831,-0.012198173,-0.039134954,0.017080778,-0.42649856
0,-0.444684403,1.718129715,-0.754994909,-0.453801452,-0.150673236,0.419251824,-0.905915255,-0.02500758,0.007392316,0.020765312,-0.004340209,1.209002563,-0.026293029,-0.73030504,-0.537914634,0.134712128,2.180228252,-0.127913841,-0.227497604,0.443142789,-0.663654506,-0.407534434,1.551547922,-0.106260451,0.374634265,0.34968722,-0.849659549,-0.09838166,0.643230562,0.059094388,-0.01983479,-0.376529585,-0.422870022,-0.637086633,-0.824776706,-0.084100514,-0.170949341,-0.090929082,-0.90484879,-0.127945615,0.968347585,-0.058004935,0.001374781,0.135450573,-0.727514454
0,-0.282010853,1.298276575,-0.592556818,0.630695387,-0.150673236,0.712490394,0.299070642,-0.023330668,0.010591671,0.027473371,-0.003603882,0.827709306,-0.010180516,0.351999355,0.472146682,0.017339175,0.32684943,-0.117248846,-0.169344884,0.517839159,-0.663654506,-0.407534434,0.305909084,0.025216671,-0.051381667,-0.068140848,-0.258683147,-0.020241866,-2.282074147,0.230079573,-0.00424993,-0.518270611,-0.422870022,1.858166083,0.989646653,0.606964032,0.269661033,0.043046312,0.564224037,0.164606648,-0.717874352,0.060671432,-0.037454483,0.024571054,-0.417383933
0,-0.108797889,-0.615759797,0.279398595,-0.541262568,-0.150673236,0.535385911,-0.632319423,-0.020952395,0.012855139,0.031361362,-0.002853088,1.116255554,0.004775943,-0.588292933,-0.311414147,0.007086257,0.826092914,-0.119761857,-0.227497604,0.33856787,-0.663654506,-0.407534434,0.247868565,-0.089306822,-0.623633396,-0.158876807,-0.810788467,0.02327983,-0.797195701,0.25178457,-0.011187853,-0.296776034,-0.422870022,1.326439612,-0.569338334,0.339200444,-1.352555715,-0.400383038,-0.894835472,-0.964194994,0.024267335,-0.023713213,-0.0392336,0.016630243,-0.538723633
0,-0.386488513,1.949666373,-0.734843391,-0.232681272,-0.150673236,0.682005196,0.277726286,-0.025643041,0.007952452,0.020485573,-0.00479163,0.58038395,-0.028749646,0.010739957,-0.359635938,0.076255195,1.601395226,-0.124703837,-0.227497604,-0.288881641,-0.663654506,-0.407534434,0.189828045,-0.163003208,0.46819135,0.218968712,-0.643845041,-0.008960816,-0.737200548,0.189290884,-0.016731738,-0.583758186,-0.422870022,-0.637086633,0.344293093,0.474552985,-0.967030282,-0.256088018,-0.02510651,-0.942249792,0.149868678,0.019987125,-0.022368973,0.079142566,-0.663457955
0,-0.048310823,-0.615759797,-0.442761314,-0.196877862,-0.150673236,0.45772124,0.050699958,-0.023811971,0.010749147,0.023585381,-0.004124979,0.827709306,-0.023619653,0.268943789,-0.342500413,0.028387842,0.603464828,-0.097189521,0.019504606,1.175167219,-0.663654506,-0.407534434,0.743445306,-0.154353398,0.441156118,0.222652594,-0.215620408,-0.009730119,0.216244091,0.209076703,-0.02067285,0.784745908,2.627351154,1.665081052,0.614598249,-0.006501751,0.288699989,0.035485555,0.07072976,0.202262319,0.102478254,-0.010374027,-0.034944655,0.035144517,-0.490071543
0,-0.134459069,-0.615759797,-0.436248466,0.186670106,-0.150673236,-0.820479557,0.469825487,-0.026001959,0.005624199,0.011564175,-0.006307979,0.477331718,-0.041321742,0.593419938,-0.335576969,0.101045832,0.911248158,-0.122857674,0.007756581,0.099539485,-0.663654506,-0.407534434,0.180898735,-0.187568671,-0.321957634,-0.463206644,-0.570127304,-0.002335409,-1.144870974,-0.036128609,-0.0237049,0.223942557,-0.422870022,-0.376273313,0.283474433,0.399626882,0.051775952,-0.03657835,0.790795976,0.0601602,0.084199499,-0.010596845,-0.00987718,0.112051348,-0.555491846
1,-0.603233835,0.156029063,-0.754994909,-0.228691449,-0.150673236,-0.820479557,-0.168564787,0.00634655,0.27653776,0.041477319,0.000989451,0.305577998,0.191551047,0.016334374,-0.443167296,0.209481913,1.364852884,-0.126325282,-0.134100811,-0.049853256,-0.663654506,-0.407534434,0.314838395,0.119326611,-0.771382966,-0.858735601,-0.8830868,0.075493452,-1.43919369,-1.025165131,-0.021019102,-0.666436566,-0.105064672,1.373968235,-0.802476531,1.166193602,-0.168811937,-0.091561,-0.143105167,-0.109573257,0.440672052,0.007031029,0.069166837,0.214700515,-0.631175806
0,-0.601400893,0.634538156,-0.754994909,-0.139655403,-0.150673236,-0.03221944,0.1263754,0.048323474,0.041385208,0.031576836,-0.002977679,-1.882564388,0.006293265,-0.076619006,-0.4745305,0.014278603,1.12274484,0.017164799,0.174578526,-0.46815293,-0.663654506,-0.407534434,-0.234314211,0.134550278,-1.50975799,-1.64234484,-0.871999543,0.436747209,-2.403514592,0.264883049,0.016296249,-0.856310357,2.53857871,-0.489153793,-0.693002943,1.345462573,-0.467881144,-0.162722122,-0.183984119,-0.352598579,0.584640683,-0.066048646,-0.037347734,0.025035369,-0.593382192
0,0.177140971,0.532662026,-0.714002278,0.910612956,-0.150673236,0.470786325,0.524156574,-0.028337867,0.00544081,0.017412227,-0.005121707,0.477331718,-0.057506509,-0.075758326,-0.167614205,-0.018683763,-0.866437114,-0.118071901,-0.227497604,-0.378517285,1.668291342,-0.407534434,-0.421829735,1.1932871,-1.186626046,-1.12451792,-0.400868723,0.003835745,-0.683644841,0.478907917,0.087499907,-0.876534661,-0.422870022,1.169001048,1.678924801,-0.117130587,-0.208571796,-0.12463139,0.965928158,-0.115186659,-0.242478062,-0.024024315,-0.044326893,-0.008433602,0.249796378
0,-0.118879067,0.921643612,-0.754994909,0.112858383,-0.150673236,0.967259548,0.413554004,-0.021159509,0.012081713,0.029369168,-0.003453605,0.707481702,0.005787491,-0.030572656,-0.32010307,-0.005156032,-0.130094718,-0.119364489,-0.197833843,0.59253553,-0.663654506,-0.407534434,0.145181492,0.753530727,-1.157240726,-0.787401868,-0.772345078,0.035985588,-0.557225935,0.567949676,0.017011497,-0.618572501,-0.194902386,0.227340201,-0.510884844,0.012795467,-0.096546218,-0.067918833,0.414381484,-0.061776247,0.045159366,-0.065177298,-0.042077611,0.003089379,-0.254365836
0,-0.287967912,-0.56636531,-0.754994909,-0.635968362,-0.150673236,1.536316576,-0.525597645,-0.006088486,0.02859377,0.042756935,-0.000459288,1.16778167,0.010411711,-0.450153883,0.080314342,-0.015072287,-0.574237751,-0.110278005,-0.227497604,0.607474804,1.538567202,-0.407534434,-0.006616789,0.945210531,-0.722204296,0.393947547,-0.611943354,0.006192851,0.200997863,0.239080185,-0.001696386,-0.550026391,-0.422870022,-0.483509769,-0.034134125,-0.248174376,-0.083728428,-0.056571398,-0.942724452,-0.058576258,-0.505569374,-0.041720424,-0.043802698,-0.005679599,-0.006042525
0,-0.613315013,0.761111529,-0.754994909,-0.258300134,-0.150673236,0.71394207,-0.067664197,-0.027108132,0.005225526,0.016385888,-0.005238327,0.391454858,-0.035396961,-0.137296906,-0.281227929,0.005035674,0.476566818,-0.114881994,-0.227497604,0.144357307,-0.488835785,-0.407534434,0.064817696,-0.11041236,-0.666857258,0.272044327,-0.80927358,0.029548855,0.01440281,0.154139745,-0.007631083,-0.738130419,-0.422870022,1.278910989,-0.56156706,-0.200435522,-0.125654619,-0.080671934,-0.153304206,-0.075135807,-0.043164847,-0.055833014,-0.039879552,0.01364932,-0.458685956
0,-0.098716711,-0.615759797,-0.754994909,0.157271411,-0.150673236,-0.820479557,0.118613816,-0.025479469,0.00720793,0.01835162,-0.005025755,0.250616808,-0.028821899,0.123058624,-0.113784425,0.029673282,-0.047165755,-0.112533411,0.867418256,-0.453213656,0.503862753,-0.407534434,-0.341465939,-0.062319412,-1.195343013,-0.497905321,-0.853012265,0.01686279,-1.177104813,-0.003236319,-0.019976392,-0.378206032,-0.422870022,1.225441288,-0.628129705,-0.017508076,-0.153955067,-0.089708713,0.339482156,-0.092282735,-0.314994495,-0.023732747,-0.032059767,0.046471226,-0.289110934
0,-0.737038558,0.511051938,-0.754994909,-0.38786438,-0.150673236,-0.228195712,-0.389769927,-0.024646308,0.008071058,0.030635553,-0.00419938,0.855189901,-0.015527269,-0.324494684,-0.442509569,0.018104318,1.245190288,-0.107359405,0.123768321,0.577596255,-0.45949342,-0.407534434,0.680940132,-0.16611714,-0.448390349,0.655254671,-0.747949698,0.169024925,0.9527122,0.006185534,-0.014488321,-0.691161544,-0.422870022,1.228411827,-0.43283423,-0.248174376,-0.198267199,-0.098470125,-0.539018903,-0.133866522,0.437793467,-0.123151842,-0.035840267,0.031452111,-0.613164198
0,-0.087719063,1.486593057,-0.670327885,0.243682574,-0.150673236,0.511433256,0.708494191,-0.023305956,0.010344493,0.028809691,-0.003754159,0.80022871,0.015397197,0.149739687,-0.285451231,-0.01204232,-0.337138838,-0.121407966,-0.227497604,0.712049722,-0.663654506,-0.407534434,0.113928905,1.210240729,-0.989488006,-0.50020491,-0.687124441,0.026850594,0.165181348,0.97257847,0.013934484,-0.493205943,2.215447014,0.396660921,-0.301060466,-0.148250434,-0.313966895,-0.158322112,0.768372782,-0.171866646,-0.034183479,-0.031909485,-0.043826533,-0.005803891,-0.153658169
0,-0.790652094,0.622189534,-0.754994909,-0.400673811,-0.150673236,-0.820479557,-0.349021612,0.164225725,0.018836238,0.033586041,-0.002218619,0.312448147,-0.006423337,-0.190659031,-0.430982034,2.249598296,0.293455217,-0.121523066,0.336113859,-0.453213656,0.988783943,-0.407534434,-0.310213352,-0.262649027,-1.482673637,-0.807411695,-0.771076541,0.181708035,-0.421278416,-0.265132186,-0.031461982,-0.754729119,-0.422870022,0.479836012,-0.192938404,0.139888485,-0.163714341,-0.092303575,-0.539556825,-0.098728314,0.390667312,0.286064674,-0.156197646,0.877058854,-0.407555655
0,-0.516169118,0.350519855,-0.754994909,-0.280559145,-0.150673236,-0.311667087,0.01577283,-0.010389617,0.033073863,1.167892622,0.026974349,0.521987685,0.045021101,0.111439452,-0.359359,0.021991245,0.879523655,-0.097775068,0.719980551,0.233992952,0.834350443,-0.407534434,0.337161671,0.334879892,-0.44580901,0.743947975,-0.703106093,0.054920947,0.7200552,0.266271285,0.01617511,-0.755044699,-0.422870022,1.567053267,-0.777135422,-0.209454633,-0.180857999,-0.095499404,-0.118772142,-0.114163529,0.149133648,-0.129970849,-0.037041167,0.026361399,-0.54942639
0,-1.092170956,1.218010534,-0.702892125,-0.272999481,-0.150673236,-0.820479557,-0.283048149,-0.07202936,-0.002699105,-0.006218136,-0.009822508,0.697176479,-0.050281166,-0.105882107,-0.472695787,-0.051982791,-0.296509213,-0.046801418,4.525165606,-1.065723893,-0.663654506,-0.407534434,-0.667385779,-0.450176922,-1.554175701,-1.881936537,-0.440185023,0.206043242,-2.105724847,-0.342940391,-0.045534128,-0.661228548,-0.422870022,-0.637086633,-0.838291964,0.257183428,0.402690792,0.141416501,-0.390928057,0.189399481,0.5754862,-0.054797942,-0.050682846,-0.045612895,-0.175149117
0,0.531356899,0.319648301,-0.754994909,-0.521523445,-0.150673236,0.549902672,-0.624557839,-0.007879545,0.026436947,0.061365232,0.00194396,-1.882564388,0.102101307,-0.473392227,-0.083321269,-0.00653329,0.829988906,-0.091692139,-0.163470872,0.278810774,-0.663654506,-0.407534434,0.198757356,0.971851948,-0.155507407,-0.15071048,-0.740082438,-0.013469519,-1.693553645,0.559855536,0.064369781,-0.837611857,-0.422870022,-0.637086633,-0.778149067,0.34869805,-0.003218847,-0.049518411,-0.735318644,0.015519733,-0.351419181,0.180362674,-0.041991807,0.00351415,-0.539523294
0,-0.269638498,1.393978394,-0.36422403,0.045346382,-0.150673236,0.687086063,0.070103917,-0.018980112,0.01485349,0.031884927,-0.002535411,0.769313041,0.015324943,-0.155801514,0.267178108,-0.021713729,-0.965506613,-0.119538965,-0.155834656,1.533709796,-0.663654506,-0.407534434,0.265727186,0.79954772,-1.07115972,-0.141507427,-0.769434274,0.004828893,-0.227819073,1.031661431,-0.002799533,-0.264362622,1.739626714,-0.05189046,-0.607518937,-0.248174376,-0.16733255,-0.101086378,0.021588626,-0.096902602,-0.625640018,-0.008170314,-0.044754157,-0.010710418,0.364195518
0,-0.138124952,1.64712514,-0.754994909,-0.735713933,-0.150673236,0.754589001,-1.249365341,-0.018183432,0.016595693,0.046420001,-0.001469007,-1.882564388,0.047694478,-1.011747217,-0.129742964,0.005158097,0.816631221,-0.108863009,0.23948636,0.816624641,1.041291332,-0.407534434,0.493424608,0.519639848,-0.956540064,0.704340665,-0.452239715,0.024758085,-0.715618613,0.363258047,-5.45E-05,-0.434671781,-0.422870022,-0.625560942,0.378081238,0.388731387,-0.093628683,-0.07294234,-1.401458232,-0.050400355,-0.2946415,-0.035254761,-0.04017145,0.01228453,-0.536884449
0,-0.459347934,0.20542355,-0.754994909,0.263736683,-0.150673236,0.668940112,0.976268834,-0.018405843,0.014591362,1.911237848,0.288782828,0.1578698,0.02031043,0.773301941,-0.167994995,0.041334063,0.688063501,-0.097130145,-0.227497604,-0.079731804,1.087621382,-0.407534434,0.078211662,1.374241139,-0.247001076,0.139897589,-0.687112795,-0.000301745,-1.001997014,0.614560078,0.009128091,-0.778709921,-0.422870022,2.303746926,-0.074679898,0.463362756,0.016814967,-0.04223896,0.933775272,0.023960113,-0.241922031,0.023399067,-0.032301137,0.045555244,-0.509482401
0,-0.410774987,0.412262964,-0.696379277,-0.525723258,-0.150673236,0.40981593,-0.688590906,0.045880478,0.210441689,0.285643879,0.036722265,1.209002563,0.108604115,-0.472961888,-0.160171503,-0.011093543,0.648547015,-0.110298102,-0.227497604,1.354438507,-0.663654506,-0.407534434,0.868455656,0.490230491,0.452115004,0.927216181,-0.793450279,-0.004472375,-0.147339299,0.401471709,0.023770826,-0.687563429,-0.422870022,-0.411028619,-0.629819112,-0.055998071,-0.067746902,-0.064998579,-0.91131868,-0.035064772,-0.253171254,0.013931723,-0.042760396,-0.000328626,-0.500564968
0,-0.393820279,-0.615759797,-0.45578701,-0.014710951,-0.150673236,1.209689455,0.050699958,-0.025421806,0.006087657,0.052394691,-0.001531893,0.178480246,-0.013070652,0.212569286,-0.224628771,0.076132772,0.030754075,-0.122310494,-0.227497604,-0.229124545,1.430463752,-0.407534434,-0.207526279,-0.207982224,-0.375145059,-0.101062849,-0.318735395,0.002162568,-0.210168688,0.001713044,-0.02084781,-0.444377808,-0.422870022,-0.637086633,1.570802738,-0.083982173,-0.157646533,-0.090889139,0.309684558,-0.094451972,-0.151734277,-0.001391438,-0.024525169,0.072503983,-0.319582812
0,-0.349829685,0.554272114,-0.754994909,-0.775507166,-0.150673236,0.689263577,-1.590875032,0.01046175,0.069366104,0.120949584,0.00897656,-1.882564388,0.167707416,-0.998406686,-0.101737631,-0.010359006,0.245033608,-0.106871601,-0.227497604,2.265734226,2.174833222,-0.407534434,1.109547044,0.726889311,-0.461677009,1.081389865,-0.699698784,0.014846158,0.300223329,0.537075629,0.022825472,-0.583363219,-0.073106592,0.470924395,-0.486895261,-0.074052391,-0.039379495,-0.052303325,-1.582135285,-0.024922333,-0.329729877,-0.026926259,-0.042828893,-0.000675276,-0.392717871
0,-0.629811485,-0.007590176,-0.754994909,-0.288643786,-0.150673236,1.028229944,-0.063783405,-0.018336413,0.016420277,0.034820293,7.00759382453083e-05,0.60442947,-0.007434885,-0.126538413,-0.306913908,0.049352763,1.383219701,-0.122982822,-0.227497604,1.294681411,-0.663654506,-0.407534434,1.417608262,0.184027195,-0.201981372,-0.018367342,-0.557529605,0.006487023,-1.131183276,0.260995537,-0.003064843,-0.71239719,2.048554819,0.839271224,-0.176044332,0.835468661,0.044083813,-0.044857347,-0.253811001,0.087534347,0.013724523,-0.0679041,-0.030930886,0.050682268,-0.633867241
0,-0.68846561,0.9432537,-0.754994909,-0.383874557,-0.150673236,0.896853258,-0.339319632,-0.02538768,0.006818226,0.012019696,-0.006285246,0.315883222,-0.032073303,-0.29996532,-0.422085408,0.143036886,1.042042159,-0.109802077,0.299107583,0.532778433,-0.663654506,-0.407534434,0.542535817,-0.166809125,-0.285465604,-0.193508939,-0.744543083,0.049084942,-0.308316264,0.111923487,-0.023229913,-0.561398202,2.740979882,1.308616378,-0.449728302,0.268948582,-0.397063912,-0.147466314,-0.508356426,-0.287394295,0.356158524,-0.030848206,0.000824414,0.134415228,-0.579550136
0,-0.827310922,1.600817809,-0.754994909,-0.241290889,-0.150673236,-0.820479557,0.25638193,-0.029684104,-0.007503121,0.014956953,-0.005450604,-0.075715259,-0.032940344,0.59040756,-0.477196026,-0.192769123,1.924762522,-0.124912113,0.54493499,0.383385693,-0.663654506,-0.407534434,1.180981529,-0.419383596,0.448009946,0.612523335,-0.783476363,0.343887988,0.490623556,-0.473050401,-0.035740411,-0.314347701,-0.422870022,2.265129919,-0.550416973,0.09366403,-0.205865754,-0.097869507,0.172122005,-0.165108466,0.597897496,-0.039905786,-0.072345862,-0.263341862,-0.701471845
0,0.888780474,-0.615759797,-0.203318374,0.1102335,-0.150673236,-0.16940283,0.762825278,-0.019562618,0.015255153,0.035846632,-0.002671516,-1.882564388,0.058243478,0.661843954,-0.409242418,-0.008247211,0.779897586,-0.123943814,-0.227497604,-0.049853256,2.109971152,-0.407534434,0.05142373,0.068465724,-0.762736238,-0.604822387,-0.062593626,0.055780305,-0.785461352,0.603360059,0.007691967,-0.292907116,-0.422870022,1.864107161,-0.838291964,0.442325221,-0.236785346,-0.110586768,0.715247373,-0.153018936,0.308842479,-0.028057312,-0.042588908,0.000536223,-0.529285332
0,-0.13537554,1.665648073,-0.507889794,0.331038694,-0.150673236,0.881610659,0.826858345,-0.023373032,0.011450812,0.024451059,-0.003880226,0.147564576,-0.017478111,0.499605879,-0.39401084,-0.003962409,0.538902683,-0.124099107,-0.227497604,0.099539485,2.116148492,-0.407534434,0.127322871,-0.057129526,-0.749042887,-0.548353444,-0.258553831,0.046237091,-0.535359389,0.293488426,0.00151595,-0.523734527,2.914973872,1.115531346,1.236300108,0.044350265,0.097018562,-0.016747195,1.251056624,0.070544161,0.256144489,-0.039275603,-0.041728649,0.004810387,-0.47444361
0,-0.347538508,1.196400446,-0.689866429,-0.107946811,-0.150673236,0.38005657,-0.106472116,-0.017743316,0.01702626,0.038763098,-0.001659141,0.54946828,0.010411711,-0.051659302,0.352648031,0.013391037,0.396420707,-0.115468454,-0.166701579,0.577596255,2.174833222,-0.407534434,0.301444429,0.031444535,-0.413592307,0.070993485,-0.698418238,-0.009069822,-2.083499002,0.417397256,-0.004056056,-0.49397669,-0.422870022,1.18979482,-0.317954539,0.570818895,-0.310526268,-0.13663571,-0.156795599,-0.190451488,-0.667967182,0.031560869,-0.037883625,0.022690838,-0.437145342
0,-0.373199688,0.717891353,-0.715917821,-0.708730131,-0.150673236,0.541192616,-0.847703376,0.223517791,0.050361341,0.109113611,0.008512444,1.397931654,0.154340533,-0.543537602,-0.120811721,-0.002187277,-0.513571597,-0.068328721,0.674163257,0.099539485,-0.663654506,-0.407534434,-0.024475411,1.096409221,-0.506239202,-0.268252263,-0.631821618,-0.003459464,-0.016017864,0.453454406,0.039936024,-0.752066261,-0.422870022,1.991840336,0.185488814,-0.189125432,0.104477853,0.03093741,-1.060556218,0.03170031,-0.306151573,0.013205506,-0.041100445,0.007865469,-0.047761048
0,-0.329209094,1.68108385,0.585885559,-0.592080311,-0.150673236,0.255212426,-0.962186738,-0.017735079,0.02073193,0.046750773,-0.000908642,1.332665241,0.034183087,-1.013038236,-0.362197613,0.000138758,0.793811842,-0.115058297,0.163124202,1.055653026,-0.357258443,-0.407534434,0.676475476,0.016220868,-0.39750037,0.55112914,-0.684675816,0.04932368,0.59620696,0.297627421,-0.005384652,-0.346108073,-0.422870022,0.975916016,-0.34160624,-0.140105857,-0.354123954,-0.141322396,-1.267213324,-0.23749097,0.157322041,-0.042117839,-0.040427581,0.011077719,-0.532117579
0,-0.379156747,-0.412933685,-0.579531122,-0.243810777,-0.150673236,0.395299169,0.157421736,-0.023780198,0.009221231,0.025407463,-0.003788997,0.686871256,-0.017405858,-0.083074101,-0.340873404,0.028785716,1.279697641,-0.123418557,-0.227497604,0.054721663,-0.663654506,-0.407534434,0.274656497,-0.099340602,-0.219737927,-0.044595262,-0.074306042,0.012739142,-0.896876184,0.371606277,-0.013574975,-0.572487173,-0.422870022,-0.637086633,2.209398669,0.363567176,0.270581259,0.007536998,-0.116614612,0.278627228,0.098069642,-0.020936124,-0.034582793,0.036611955,-0.618490651
0,-0.156454366,-0.615759797,-0.272277941,-0.3333718,-0.150673236,0.351023048,-0.217074686,-0.023975544,0.007831854,0.022345458,-0.00431039,-1.539743964,-0.021090783,-0.255640329,-0.447252128,0.007147469,1.128867112,-0.119173569,0.718512048,0.59253553,-0.663654506,-0.407534434,0.551465127,-0.18030283,-0.688232708,-0.638201844,-0.826601969,0.103971518,-0.893278177,0.221692482,-0.017845386,0.099000004,2.446255368,-0.468657074,-0.638941911,0.59595139,-0.447632638,-0.157793477,-0.369780755,-0.33667564,0.458040777,-0.021480971,-0.040355291,0.011419211,-0.59443949
0,-0.344330861,-0.615759797,-0.710937408,-0.507139083,-0.150673236,1.039117515,-0.496491706,-0.023391861,0.014217606,0.048669251,-0.00193578,0.74526752,-0.003894468,-0.465646112,-0.270461973,0.0137277,0.753738786,-0.11884654,0.274143031,0.353507144,-0.663654506,-0.407534434,0.225545288,-0.195872489,-0.505855773,-0.328554774,-0.544625633,0.005232262,-1.155323731,0.068247897,-0.018190253,-0.202357677,-0.422870022,1.382879852,0.24292866,0.291445722,-0.165278136,-0.091750306,-0.76291144,-0.101870376,-0.065504452,-0.012363125,-0.038484422,0.020021341,-0.523792735
0,-0.611482071,-0.001415865,-0.754994909,-0.568876342,-0.150673236,1.130573108,-1.014577429,0.006611325,0.065027541,0.14266903,0.014610907,-1.882564388,0.143574773,-0.999267365,-0.327649625,-0.009073565,0.989167988,-0.116849651,-0.227497604,5.074317752,-0.663654506,-0.407534434,3.078460045,1.073919714,-0.588882285,1.180602294,-0.456200734,0.05422949,0.851639589,0.385771872,0.014769651,-0.624127323,1.501716564,-0.16477094,-0.365257941,-0.132026394,0.044480028,-0.039606622,-1.273354009,0.059287851,0.063900689,-0.087656719,-0.042691833,1.76726685286918e-05,-0.570103991
1,0.122610964,-0.615759797,-0.754994909,-0.3333718,-0.150673236,-0.820479557,-0.151101223,-0.024447432,0.008725879,-0.038450466,-0.005598224,0.312448147,-0.097968427,-0.059835757,-0.715258664,-0.192983364,1.857417526,-0.131960601,-0.227497604,-0.901391878,-0.663654506,1.3706062,-0.332536629,-0.163695193,-1.313719772,-1.661672804,-0.859265414,-0.040063572,-0.49415027,-0.401748029,-0.035857036,-0.019812608,-0.422870022,-0.637086633,-0.502775689,-0.248174376,-0.16758546,-0.090661443,-0.327049194,-0.115298434,4.200947697,-0.183936322,-0.068589159,-0.20977605,-0.694064329
